model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 X1,2015,21580,Automatic,44105,Diesel,125,57.6,2.0
 i3,2016,21450,Automatic,35446,Hybrid,0,470.8,0.0
 X3,2016,24700,Automatic,22492,Diesel,145,54.3,2.0
 X3,2013,20150,Automatic,30000,Diesel,165,50.4,2.0
 X5,2016,34125,Automatic,29614,Diesel,205,47.1,3.0
 6 Series,2014,21450,Automatic,59295,Diesel,160,49.6,3.0
 7 Series,2019,63700,Automatic,2000,Hybrid,135,113.0,2.0
 X5,2017,35100,Automatic,21470,Diesel,145,45.6,3.0
 i8,2015,49394,Automatic,48800,Other,0,134.5,1.5
 X5,2014,32499,Automatic,52484,Diesel,200,47.1,3.0
 3 Series,2013,9749,Manual,112000,Diesel,20,68.9,2.0
 1 Series,2016,11699,Manual,94300,Diesel,0,83.1,1.5
 3 Series,2016,23399,Automatic,45000,Diesel,160,49.6,3.0
 1 Series,2016,11699,Manual,106600,Diesel,0,83.1,1.5
 1 Series,2016,16249,Manual,42150,Petrol,125,53.3,1.5
 Z3,1999,5135,Manual,58000,Petrol,270,35.3,1.9
 M3,2009,22035,Manual,65000,Petrol,580,21.9,4.0
 M3,2009,22035,Manual,65000,Petrol,580,21.9,4.0
 3 Series,2008,7780,Automatic,76000,Petrol,235,39.2,3.0
 3 Series,2013,14280,Automatic,70000,Diesel,165,50.4,2.0
 3 Series,2013,14280,Automatic,70000,Diesel,165,50.4,2.0
 5 Series,2017,20794,Automatic,59069,Diesel,30,68.9,2.0
 3 Series,2013,15145,Manual,50708,Petrol,200,41.5,2.0
 1 Series,2015,15594,Automatic,32840,Petrol,125,50.4,1.6
 2 Series,2016,20144,Automatic,34391,Diesel,20,68.9,1.5
 X1,2015,17544,Automatic,30951,Diesel,165,52.3,2.0
 1 Series,2014,19884,Automatic,28893,Petrol,235,37.7,3.0
 X1,2012,11699,Manual,41000,Diesel,160,51.4,2.0
 1 Series,2015,20149,Automatic,32000,Petrol,235,37.7,3.0
 3 Series,2013,15599,Manual,40000,Diesel,125,57.6,2.0
 X5,2014,25999,Automatic,80000,Diesel,200,47.9,2.0
 X3,2014,18199,Automatic,106870,Diesel,150,54.3,2.0
 1 Series,2016,12999,Manual,82850,Diesel,0,83.1,1.5
 4 Series,2016,18199,Manual,43000,Diesel,30,67.3,2.0
 X3,2011,12999,Automatic,72500,Diesel,165,50.4,2.0
 1 Series,2016,12344,Manual,49000,Petrol,30,56.5,1.5
 3 Series,2009,8704,Manual,77000,Diesel,145,53.3,2.0
 5 Series,2004,5525,Automatic,90000,Petrol,325,26.6,4.4
 5 Series,2012,12349,Automatic,129000,Diesel,165,51.4,3.0
 5 Series,2012,11635,Manual,56700,Diesel,30,62.8,2.0
 Z4,2004,2594,Manual,114000,Petrol,325,32.1,2.2
 X3,2017,25974,Automatic,55780,Diesel,150,54.3,2.0
 3 Series,2018,31200,Automatic,15331,Petrol,145,40.4,3.0
 X5,2019,57200,Automatic,11900,Diesel,145,37.7,3.0
 X5,2017,40300,Automatic,30749,Diesel,145,47.1,3.0
 1 Series,2013,9750,Manual,29000,Diesel,120,58.9,2.0
 1 Series,2009,6884,Manual,77000,Petrol,205,42.8,2.0
 6 Series,2016,28334,Automatic,27483,Diesel,200,49.6,3.0
 3 Series,2013,12084,Manual,55125,Diesel,30,62.8,2.0
 1 Series,2012,7144,Manual,73853,Diesel,125,60.1,2.0
 1 Series,2013,19499,Automatic,45000,Petrol,235,37.7,3.0
 X5,2017,45499,Automatic,30000,Other,130,85.6,2.0
 1 Series,2013,11699,Manual,57000,Diesel,30,65.7,2.0
 1 Series,2015,11699,Manual,97800,Diesel,0,83.1,1.5
 3 Series,2014,14937,Automatic,51783,Diesel,125,60.1,2.0
 X4,2016,29237,Automatic,57000,Diesel,205,47.1,3.0
 3 Series,2009,7799,Automatic,120000,Petrol,305,34.0,3.0
 X5,2017,38935,Automatic,23000,Diesel,145,50.4,2.0
 X5,2016,51932,Automatic,49000,Petrol,570,25.4,0.0
 Z4,2016,24632,Automatic,10000,Petrol,205,41.5,2.0
 M5,2018,85732,Automatic,13500,Petrol,150,24.1,4.4
 M5,2019,90932,Automatic,13000,Petrol,150,24.1,4.4
 1 Series,2017,22682,Automatic,8000,Petrol,150,54.3,1.5
 X5,2013,25932,Automatic,43000,Diesel,305,38.2,3.0
 X3,2014,20794,Automatic,35000,Diesel,160,50.4,2.0
 X5,2009,14157,Automatic,71000,Diesel,330,34.4,3.0
 7 Series,2007,6760,Automatic,83000,Diesel,325,34.4,2.5
 1 Series,2008,3899,Manual,92000,Petrol,200,44.1,2.0
 3 Series,2016,20144,Automatic,32000,Other,0,148.7,2.0
 1 Series,2012,8444,Manual,78600,Petrol,145,49.6,1.6
 M5,2019,90994,Automatic,3700,Petrol,145,24.1,4.4
 2 Series,2016,16504,Manual,42000,Petrol,125,53.3,1.5
 X3,2007,6487,Automatic,100000,Diesel,555,32.8,3.0
 3 Series,2012,14937,Automatic,89977,Diesel,125,60.1,2.0
 1 Series,2012,9100,Manual,68397,Diesel,30,62.8,2.0
 X3,2012,14040,Automatic,62335,Diesel,160,50.4,2.0
 X4,2015,28340,Automatic,26722,Diesel,205,47.9,3.0
 Z4,2014,17160,Manual,37957,Petrol,200,41.5,2.0
 M2,2018,30544,Automatic,17000,Petrol,145,39.8,3.0
 M2,2018,51994,Semi-Auto,6120,Petrol,150,29.1,3.0
 3 Series,2011,9744,Automatic,102000,Diesel,200,46.3,3.0
 5 Series,2010,9074,Automatic,164500,Diesel,140,53.3,2.0
 3 Series,2012,8424,Manual,112000,Diesel,30,61.4,2.0
 3 Series,2000,2015,Automatic,93000,Petrol,270,29.7,2.5
 1 Series,2018,19175,Automatic,24791,Petrol,150,55.5,1.5
 X1,2017,21814,Manual,33941,Diesel,125,58.9,2.0
 3 Series,2002,3055,Manual,99000,Petrol,325,30.1,2.2
 X5,2011,20774,Automatic,46000,Petrol,570,22.6,4.4
 X1,2013,9932,Manual,67000,Diesel,160,51.4,2.0
 X3,2014,12987,Automatic,107000,Diesel,165,50.4,2.0
 5 Series,2012,14872,Automatic,71000,Diesel,240,43.5,3.0
 X3,2011,10972,Automatic,85000,Diesel,165,50.4,2.0
 M4,2018,47372,Automatic,16000,Petrol,150,34.0,3.0
 3 Series,2009,6162,Manual,91000,Diesel,125,57.6,2.0
 3 Series,2009,4537,Manual,89000,Petrol,165,47.9,2.0
 5 Series,2013,9087,Automatic,108000,Diesel,125,57.6,2.0
 3 Series,2006,3634,Manual,76000,Diesel,160,50.4,2.0
 1 Series,2010,4355,Manual,93890,Diesel,30,62.8,2.0
 3 Series,2007,3315,Manual,103000,Diesel,205,49.6,2.0
 X2,2019,36400,Automatic,2920,Diesel,150,58.9,2.0
 X1,2016,27807,Automatic,22595,Petrol,160,44.8,2.0
 5 Series,2017,27807,Automatic,33543,Diesel,150,65.7,2.0
 3 Series,2012,10399,Automatic,85000,Diesel,20,68.9,2.0
 1 Series,2013,15599,Automatic,33000,Diesel,30,64.2,2.0
 5 Series,2010,15599,Automatic,55000,Petrol,555,27.2,4.4
 5 Series,2007,3249,Automatic,129000,Diesel,330,35.8,2.5
 5 Series,2010,8450,Automatic,129000,Diesel,205,46.3,3.0
 7 Series,2012,16244,Automatic,41000,Diesel,260,41.5,3.0
 3 Series,2013,14944,Automatic,62000,Diesel,30,62.8,2.0
 M4,2017,41600,Automatic,24905,Petrol,150,34.0,3.0
 5 Series,2018,34827,Automatic,20000,Hybrid,140,156.9,2.0
 5 Series,2017,31044,Automatic,6002,Hybrid,140,156.9,2.0
 X4,2019,71500,Automatic,2233,Petrol,145,24.8,3.0
 2 Series,2019,24947,Automatic,12790,Diesel,145,51.4,2.0
 1 Series,2015,18200,Automatic,17543,Diesel,20,70.6,2.0
 3 Series,2018,26637,Automatic,12054,Diesel,150,64.2,2.0
 1 Series,2017,18577,Manual,23674,Petrol,125,52.3,1.5
 1 Series,2015,10062,Manual,85000,Diesel,0,83.1,1.5
 X1,2018,25025,Automatic,4972,Diesel,145,60.1,2.0
 X2,2019,27820,Automatic,11151,Petrol,145,40.4,2.0
 5 Series,2018,25350,Automatic,37281,Petrol,145,50.4,2.0
 5 Series,2018,25350,Automatic,42226,Petrol,145,50.4,2.0
 1 Series,2017,18200,Automatic,40511,Diesel,145,62.8,2.0
 X1,2017,21320,Automatic,29657,Diesel,145,65.7,2.0
 3 Series,2018,22100,Automatic,10877,Petrol,145,54.3,1.5
 1 Series,2016,16900,Manual,21909,Petrol,125,52.3,1.5
 1 Series,2017,28444,Automatic,25611,Petrol,145,39.8,3.0
 X5,2019,62400,Automatic,7513,Diesel,150,37.7,3.0
 X5,2019,84500,Automatic,7374,Hybrid,140,188.3,3.0
 1 Series,2016,14560,Manual,17863,Diesel,0,83.1,1.5
 1 Series,2017,15600,Manual,41927,Diesel,145,68.9,2.0
 3 Series,2015,19890,Automatic,51344,Diesel,165,52.3,3.0
 X6,2019,74100,Automatic,8480,Diesel,150,34.9,3.0
 2 Series,2018,23257,Automatic,9370,Petrol,150,40.9,1.5
 2 Series,2020,41067,Manual,980,Petrol,145,43.5,1.5
 1 Series,2013,12844,Automatic,53346,Petrol,145,48.7,1.6
 X1,2017,25337,Automatic,27988,Diesel,145,57.6,2.0
 2 Series,2016,17927,Manual,11338,Diesel,30,65.7,2.0
 X2,2018,29900,Automatic,10369,Diesel,145,58.9,2.0
 6 Series,2016,23985,Automatic,32449,Diesel,160,51.4,3.0
 4 Series,2016,20475,Automatic,62046,Diesel,30,65.7,2.0
 5 Series,2015,17680,Automatic,60892,Diesel,125,60.1,2.0
 2 Series,2020,32500,Automatic,2980,Petrol,145,40.9,1.5
 X1,2014,16744,Automatic,38206,Diesel,145,56.5,2.0
 2 Series,2016,16367,Automatic,45458,Diesel,20,68.9,2.0
 3 Series,2018,33800,Automatic,11261,Petrol,145,41.5,3.0
 2 Series,2017,19500,Automatic,41419,Other,0,141.2,1.5
 3 Series,2017,23400,Automatic,24599,Diesel,150,62.8,2.0
 4 Series,2015,16900,Automatic,56131,Diesel,30,62.8,2.0
 X4,2016,27820,Automatic,44352,Diesel,150,54.3,2.0
 X4,2017,31070,Automatic,23604,Diesel,150,54.3,2.0
 X3,2016,21125,Automatic,74838,Diesel,145,54.3,2.0
 3 Series,2016,14300,Manual,68052,Diesel,20,68.9,2.0
 5 Series,2017,21320,Automatic,39728,Diesel,125,60.1,2.0
 3 Series,2017,18460,Manual,24589,Diesel,150,67.3,2.0
 X3,2016,25090,Manual,29281,Diesel,165,52.3,2.0
 1 Series,2019,21970,Automatic,4176,Petrol,145,55.5,1.5
 i3,2017,26000,Automatic,19178,Other,0,470.8,0.6
 1 Series,2019,24310,Automatic,9520,Petrol,150,54.3,1.5
 X1,2017,22750,Automatic,44882,Petrol,165,44.8,2.0
 3 Series,2016,18590,Manual,20955,Petrol,205,40.4,2.0
 X3,2013,17030,Automatic,63505,Diesel,165,50.4,2.0
 3 Series,2017,21320,Automatic,66782,Other,140,134.5,2.0
 i3,2017,25350,Automatic,23956,Other,135,470.8,0.6
 4 Series,2018,23790,Automatic,37491,Petrol,145,45.6,2.0
 3 Series,2017,21710,Automatic,61968,Other,140,134.5,2.0
 X5,2016,31200,Automatic,72219,Diesel,205,47.1,3.0
 3 Series,2018,24180,Automatic,33254,Diesel,150,64.2,2.0
 3 Series,2016,16510,Automatic,47266,Diesel,30,65.7,2.0
 1 Series,2013,11700,Manual,39856,Diesel,125,58.9,2.0
 3 Series,2016,18005,Automatic,32869,Diesel,30,67.3,2.0
 1 Series,2017,15210,Automatic,69643,Diesel,30,62.8,2.0
 1 Series,2015,16835,Automatic,74238,Diesel,125,60.1,2.0
 1 Series,2015,14300,Manual,40829,Diesel,20,70.6,1.5
 3 Series,2018,19500,Automatic,39758,Petrol,145,51.4,2.0
 5 Series,2017,21320,Automatic,67287,Diesel,20,68.9,2.0
 1 Series,2017,17160,Automatic,24614,Petrol,150,58.9,1.5
 5 Series,2016,21580,Automatic,21166,Diesel,30,62.8,2.0
 X1,2017,16510,Manual,62344,Diesel,150,68.9,2.0
 X3,2015,15925,Automatic,91083,Diesel,150,54.3,2.0
 X1,2014,14300,Automatic,37905,Diesel,165,52.3,2.0
 3 Series,2016,19175,Automatic,67801,Diesel,125,60.1,2.0
 3 Series,2016,14690,Automatic,73178,Diesel,20,70.6,2.0
 2 Series,2015,13650,Automatic,44056,Petrol,30,55.4,1.5
 5 Series,2016,15925,Automatic,83189,Diesel,20,68.9,2.0
 X2,2020,44057,Automatic,1980,Petrol,145,34.0,2.0
 X5,2019,67457,Automatic,5980,Diesel,145,37.7,3.0
 X7,2019,90844,Automatic,3980,Diesel,145,31.4,3.0
 5 Series,2015,17420,Automatic,56889,Diesel,30,62.8,2.0
 5 Series,2017,20475,Automatic,28762,Diesel,30,62.8,2.0
 X3,2016,24505,Automatic,56782,Diesel,145,54.3,2.0
 3 Series,2020,57044,Automatic,5980,Hybrid,135,8.8,2.0
 2 Series,2019,27807,Automatic,9490,Petrol,145,39.2,1.5
 X6,2019,73177,Automatic,5980,Diesel,145,34.9,3.0
 7 Series,2019,62257,Automatic,7414,Diesel,145,44.8,3.0
 X3,2017,31707,Automatic,23389,Diesel,150,54.3,2.0
 2 Series,2017,19630,Manual,31265,Petrol,145,47.1,1.5
 X3,2016,17420,Automatic,85575,Diesel,150,54.3,2.0
 X3,2017,28210,Automatic,21617,Diesel,150,54.3,2.0
 5 Series,2017,18460,Automatic,65319,Diesel,125,60.1,2.0
 3 Series,2016,16900,Automatic,34303,Petrol,125,54.3,1.5
 1 Series,2016,13650,Manual,45340,Diesel,0,83.1,1.5
 X1,2016,15535,Automatic,89114,Diesel,30,65.7,2.0
 3 Series,2013,13260,Automatic,74561,Diesel,30,62.8,2.0
 3 Series,2017,16575,Manual,41732,Petrol,145,48.7,2.0
 X1,2016,21320,Automatic,47406,Diesel,125,57.6,2.0
 7 Series,2016,34840,Automatic,30194,Diesel,150,54.3,3.0
 1 Series,2016,12740,Manual,33835,Petrol,30,56.5,1.5
 5 Series,2016,18200,Automatic,48403,Diesel,30,62.8,2.0
 3 Series,2013,11440,Manual,60863,Diesel,125,57.6,2.0
 2 Series,2017,16900,Manual,28706,Petrol,125,52.3,1.5
 5 Series,2017,21710,Automatic,36164,Diesel,125,60.1,2.0
 4 Series,2016,21710,Automatic,43463,Diesel,30,65.7,2.0
 2 Series,2015,17810,Automatic,52541,Diesel,125,57.6,2.0
 X1,2016,18850,Automatic,51505,Diesel,30,65.7,2.0
 1 Series,2016,16900,Automatic,24297,Diesel,20,72.4,1.5
 3 Series,2016,20800,Automatic,34383,Diesel,30,64.2,2.0
 3 Series,2017,17290,Automatic,41685,Diesel,145,67.3,2.0
 X1,2017,17420,Manual,44580,Diesel,150,68.9,2.0
 2 Series,2018,22620,Automatic,7209,Petrol,150,40.9,1.5
 1 Series,2014,11700,Manual,39719,Diesel,30,65.7,2.0
 5 Series,2015,17485,Automatic,64560,Diesel,30,62.8,2.0
 X4,2016,28470,Automatic,20737,Diesel,145,54.3,2.0
 1 Series,2017,18070,Automatic,31672,Diesel,20,67.3,2.0
 3 Series,2016,20540,Automatic,16319,Diesel,30,64.2,2.0
 4 Series,2019,33794,Automatic,5000,Petrol,150,45.6,2.0
 2 Series,2017,18590,Manual,22445,Petrol,125,50.4,1.5
 1 Series,2016,15860,Manual,17941,Petrol,125,53.3,1.5
 1 Series,2017,13650,Manual,48781,Diesel,145,68.9,2.0
 5 Series,2014,15210,Manual,50347,Diesel,125,57.6,2.0
 5 Series,2017,18070,Automatic,69110,Diesel,125,60.1,2.0
 3 Series,2016,17940,Manual,15539,Diesel,30,67.3,2.0
 5 Series,2017,24310,Automatic,28893,Diesel,150,68.9,2.0
 5 Series,2017,19500,Automatic,41026,Diesel,30,62.8,2.0
 X5,2016,29770,Automatic,42421,Diesel,160,50.4,2.0
 2 Series,2017,15340,Manual,31601,Diesel,150,74.3,1.5
 X5,2015,27300,Automatic,32352,Diesel,150,53.3,2.0
 3 Series,2013,9094,Manual,93729,Petrol,125,53.3,1.6
 3 Series,2012,10394,Automatic,77028,Diesel,30,62.8,2.0
 3 Series,2006,5200,Automatic,61808,Petrol,305,35.8,2.0
 X1,2010,8444,Automatic,90000,Diesel,200,45.6,2.0
 3 Series,2014,17160,Automatic,58436,Diesel,145,56.5,2.0
 2 Series,2016,15860,Manual,33764,Diesel,20,74.3,1.5
 1 Series,2017,15405,Manual,32285,Diesel,150,68.9,2.0
 1 Series,2016,14040,Manual,27109,Petrol,125,53.3,1.5
 5 Series,2019,31720,Automatic,32025,Petrol,150,47.9,2.0
 7 Series,2017,30940,Automatic,22363,Diesel,150,60.1,3.0
 2 Series,2017,18980,Automatic,24170,Petrol,145,53.3,1.5
 3 Series,2012,11050,Automatic,73575,Diesel,30,62.8,2.0
 3 Series,2014,19890,Automatic,36846,Diesel,125,57.6,3.0
 3 Series,2016,16120,Manual,34657,Diesel,20,68.9,2.0
 3 Series,2017,15600,Manual,57363,Diesel,20,68.9,2.0
 1 Series,2015,11440,Manual,59496,Diesel,0,83.1,1.5
 5 Series,2016,16900,Manual,39178,Diesel,30,65.7,2.0
 2 Series,2017,16770,Automatic,22920,Diesel,20,68.9,2.0
 3 Series,2015,12480,Manual,56398,Diesel,20,68.9,2.0
 1 Series,2017,21710,Automatic,25076,Diesel,125,60.1,2.0
 4 Series,2016,17940,Automatic,68589,Diesel,30,65.7,2.0
 1 Series,2018,21710,Manual,16411,Diesel,145,49.6,2.0
 1 Series,2016,15470,Manual,23109,Petrol,125,53.3,1.5
 1 Series,2016,11830,Automatic,81751,Diesel,0,78.5,1.5
 3 Series,2016,15730,Manual,53855,Diesel,30,62.8,2.0
 1 Series,2014,11440,Manual,35974,Diesel,0,74.3,1.6
 7 Series,2012,16250,Automatic,66294,Diesel,160,50.4,3.0
 3 Series,2016,14040,Automatic,80077,Diesel,20,70.6,2.0
 5 Series,2015,18850,Automatic,33731,Diesel,30,62.8,2.0
 X3,2016,27040,Automatic,26464,Diesel,145,54.3,2.0
 2 Series,2016,15990,Manual,24073,Petrol,30,55.4,1.5
 5 Series,2017,17940,Automatic,81749,Diesel,30,62.8,2.0
 5 Series,2017,21905,Automatic,30262,Diesel,125,60.1,2.0
 3 Series,2018,22620,Automatic,32663,Diesel,145,64.2,2.0
 1 Series,2017,18590,Manual,21323,Petrol,145,52.3,1.5
 2 Series,2016,16120,Automatic,44511,Diesel,30,64.2,2.0
 1 Series,2015,13260,Manual,61296,Diesel,30,65.7,2.0
 X3,2016,24440,Automatic,46911,Diesel,150,54.3,2.0
 1 Series,2016,13780,Manual,35590,Diesel,20,72.4,1.5
 4 Series,2017,21450,Automatic,62368,Diesel,150,58.9,2.0
 1 Series,2012,10920,Manual,31609,Diesel,30,62.8,2.0
 5 Series,2016,17550,Automatic,91587,Diesel,165,51.4,3.0
 5 Series,2016,20930,Automatic,28344,Diesel,30,62.8,2.0
 3 Series,2017,15210,Manual,39461,Diesel,145,64.2,2.0
 1 Series,2017,12220,Manual,65681,Diesel,20,70.6,2.0
 4 Series,2016,17290,Automatic,83259,Diesel,30,65.7,2.0
 1 Series,2016,12870,Manual,41475,Diesel,0,78.5,1.5
 2 Series,2017,12740,Manual,51594,Diesel,0,74.3,1.5
 1 Series,2018,19240,Manual,22961,Petrol,145,37.2,1.5
 3 Series,2017,15990,Manual,40982,Diesel,145,67.3,2.0
 2 Series,2016,16380,Manual,21819,Diesel,20,74.3,1.5
 1 Series,2017,18070,Manual,18716,Diesel,145,65.7,2.0
 5 Series,2017,17160,Automatic,74619,Diesel,125,60.1,2.0
 X4,2014,21710,Manual,44678,Diesel,160,52.3,2.0
 1 Series,2014,14430,Automatic,35051,Diesel,30,64.2,2.0
 1 Series,2015,11700,Manual,46295,Diesel,0,83.1,1.5
 3 Series,2014,14820,Automatic,38055,Diesel,30,62.8,2.0
 3 Series,2013,11694,Manual,51000,Diesel,30,62.8,2.0
 3 Series,2015,17420,Automatic,24741,Diesel,30,62.8,2.0
 3 Series,2016,15990,Manual,33038,Diesel,20,72.4,2.0
 3 Series,2013,12350,Manual,32122,Petrol,145,47.9,1.6
 1 Series,2017,14950,Manual,23574,Diesel,0,83.1,1.5
 X1,2016,16380,Manual,71848,Diesel,125,58.9,2.0
 X5,2015,28730,Automatic,65879,Diesel,200,47.1,3.0
 3 Series,2017,15860,Manual,50649,Petrol,145,48.7,2.0
 4 Series,2017,27170,Automatic,18098,Petrol,145,48.7,2.0
 1 Series,2015,14950,Manual,21565,Diesel,30,64.2,2.0
 3 Series,2016,18850,Automatic,55927,Diesel,30,62.8,2.0
 1 Series,2017,17030,Manual,28850,Diesel,145,70.6,1.5
 3 Series,2017,20540,Manual,28588,Petrol,145,45.6,2.0
 1 Series,2016,16120,Manual,42309,Diesel,30,65.7,2.0
 5 Series,2016,14300,Manual,89823,Diesel,30,62.8,2.0
 3 Series,2016,21580,Automatic,23114,Diesel,145,53.3,3.0
 3 Series,2016,18070,Manual,59341,Diesel,30,64.2,2.0
 1 Series,2016,11044,Manual,83830,Diesel,20,72.4,1.5
 5 Series,2014,10394,Automatic,126100,Diesel,30,62.8,2.0
 3 Series,2011,6487,Manual,131000,Diesel,30,62.8,2.0
 3 Series,2008,11427,Manual,85000,Petrol,555,28.5,3.0
 3 Series,2006,7397,Automatic,95000,Petrol,555,29.7,3.0
 3 Series,2010,6877,Manual,80000,Petrol,165,44.8,2.0
 1 Series,2017,16120,Manual,40461,Diesel,30,62.8,2.0
 1 Series,2016,17940,Automatic,31715,Diesel,20,67.3,2.0
 X4,2015,25610,Automatic,59975,Diesel,200,47.9,3.0
 3 Series,2016,20280,Automatic,45900,Diesel,145,53.3,3.0
 5 Series,2013,15860,Automatic,62009,Diesel,145,55.4,2.0
 5 Series,2015,14950,Manual,56203,Diesel,30,62.8,2.0
 X5,2016,24310,Automatic,87467,Diesel,160,50.4,2.0
 3 Series,2013,12220,Automatic,46577,Petrol,150,47.9,1.6
 3 Series,2014,11180,Automatic,78871,Diesel,30,62.8,2.0
 3 Series,2017,22490,Automatic,27288,Petrol,150,46.3,2.0
 2 Series,2016,14300,Automatic,50791,Diesel,20,68.9,2.0
 5 Series,2016,18460,Automatic,55573,Diesel,30,62.8,2.0
 5 Series,2016,17680,Automatic,64598,Diesel,30,62.8,2.0
 X1,2013,10530,Manual,48532,Diesel,160,51.4,2.0
 X1,2017,21320,Automatic,64842,Diesel,145,57.6,2.0
 2 Series,2016,13520,Manual,37567,Diesel,0,74.3,1.5
 5 Series,2017,17810,Automatic,54589,Diesel,20,68.9,2.0
 5 Series,2016,18070,Automatic,60187,Diesel,30,62.8,2.0
 1 Series,2016,14430,Manual,31029,Petrol,125,53.3,1.5
 1 Series,2017,17160,Manual,18638,Diesel,145,65.7,2.0
 1 Series,2016,12610,Manual,37680,Diesel,0,83.1,1.5
 3 Series,2017,15990,Manual,47308,Diesel,145,72.4,2.0
 3 Series,2017,17680,Automatic,53208,Diesel,145,70.6,2.0
 3 Series,2017,21580,Manual,21478,Diesel,145,58.9,2.0
 1 Series,2014,10399,Manual,67610,Diesel,0,74.3,1.6
 1 Series,2017,16900,Manual,26050,Diesel,145,68.9,2.0
 1 Series,2016,14430,Manual,26589,Diesel,0,83.1,1.5
 5 Series,2012,12740,Manual,73350,Diesel,125,57.6,2.0
 3 Series,2017,23400,Automatic,12099,Diesel,145,64.2,2.0
 1 Series,2017,19500,Automatic,29828,Diesel,20,67.3,2.0
 X3,2017,19370,Automatic,53325,Diesel,145,54.3,2.0
 1 Series,2015,13390,Automatic,44033,Diesel,20,72.4,1.5
 2 Series,2015,16510,Manual,54813,Diesel,30,60.1,2.0
 3 Series,2017,20800,Automatic,53055,Other,0,134.5,2.0
 2 Series,2016,13520,Manual,68489,Diesel,30,64.2,2.0
 1 Series,2016,19630,Automatic,21748,Diesel,20,67.3,2.0
 5 Series,2017,23270,Automatic,41284,Diesel,20,68.9,2.0
 5 Series,2017,21580,Automatic,37139,Diesel,125,60.1,2.0
 4 Series,2016,22100,Automatic,43283,Diesel,125,58.9,2.0
 1 Series,2017,14950,Manual,54883,Diesel,150,65.7,2.0
 1 Series,2017,21385,Automatic,20194,Petrol,150,47.9,2.0
 1 Series,2017,18785,Manual,31727,Diesel,145,62.8,2.0
 1 Series,2017,14950,Manual,47674,Diesel,145,68.9,2.0
 X1,2012,12350,Automatic,53524,Diesel,165,52.3,2.0
 5 Series,2017,27690,Automatic,28935,Diesel,150,65.7,2.0
 4 Series,2017,21450,Manual,38840,Diesel,125,60.1,2.0
 4 Series,2018,24050,Automatic,21387,Petrol,150,48.7,2.0
 X3,2015,15860,Manual,69197,Diesel,160,52.3,2.0
 X1,2017,21320,Automatic,24852,Diesel,150,65.7,2.0
 3 Series,2016,20540,Automatic,25598,Diesel,150,54.3,3.0
 1 Series,2017,13910,Manual,37487,Diesel,0,78.5,1.5
 3 Series,2016,20280,Automatic,31940,Diesel,30,64.2,2.0
 3 Series,2017,15990,Manual,29783,Petrol,125,52.3,1.5
 3 Series,2015,11310,Manual,71636,Diesel,20,68.9,2.0
 X3,2017,22035,Automatic,51206,Diesel,145,54.3,2.0
 3 Series,2017,19500,Manual,39497,Diesel,30,64.2,2.0
 X1,2018,23270,Automatic,38209,Petrol,150,46.3,1.5
 2 Series,2017,18200,Manual,33859,Diesel,30,64.2,2.0
 1 Series,2016,18070,Automatic,20544,Petrol,125,54.3,1.5
 1 Series,2017,17030,Automatic,55415,Diesel,145,67.3,2.0
 3 Series,2014,11700,Manual,73766,Diesel,30,61.4,2.0
 5 Series,2016,20085,Automatic,39995,Diesel,125,60.1,2.0
 3 Series,2017,23010,Automatic,22457,Diesel,160,49.6,3.0
 1 Series,2016,14690,Manual,33725,Diesel,0,83.1,1.5
 X3,2016,25935,Automatic,33309,Diesel,145,54.3,2.0
 3 Series,2017,17290,Manual,20983,Petrol,145,52.3,1.5
 3 Series,2017,19500,Automatic,14173,Petrol,145,54.3,1.5
 3 Series,2014,12999,Manual,59776,Petrol,165,44.8,2.0
 1 Series,2017,16900,Manual,39374,Diesel,145,65.7,2.0
 3 Series,2017,22100,Automatic,23243,Petrol,165,44.8,2.0
 5 Series,2014,16510,Automatic,59239,Diesel,150,55.4,2.0
 3 Series,2017,19760,Automatic,41162,Other,135,148.7,2.0
 X3,2016,24700,Automatic,14739,Diesel,145,54.3,2.0
 X4,2015,29640,Automatic,32101,Diesel,200,47.9,3.0
 3 Series,2017,23920,Automatic,28571,Diesel,145,53.3,3.0
 X3,2013,14950,Automatic,78855,Diesel,160,50.4,2.0
 3 Series,2018,21580,Automatic,36287,Petrol,145,48.7,2.0
 3 Series,2017,13780,Manual,65213,Petrol,125,52.3,1.5
 3 Series,2017,27300,Automatic,21877,Diesel,150,51.4,3.0
 5 Series,2016,20735,Automatic,33472,Diesel,30,62.8,2.0
 X3,2017,25285,Automatic,17504,Diesel,145,54.3,2.0
 X3,2014,17875,Automatic,70114,Diesel,160,50.4,2.0
 3 Series,2017,15470,Manual,45616,Diesel,20,68.9,2.0
 1 Series,2017,14950,Manual,23787,Diesel,0,83.1,1.5
 4 Series,2015,18200,Automatic,76660,Diesel,125,57.6,2.0
 i3,2016,22100,Automatic,41063,Other,0,470.8,0.6
 4 Series,2016,23335,Automatic,34938,Petrol,160,45.6,2.0
 4 Series,2013,19760,Automatic,34704,Petrol,160,44.1,2.0
 5 Series,2016,16900,Automatic,57784,Diesel,20,68.9,2.0
 4 Series,2016,15080,Automatic,89849,Diesel,20,70.6,2.0
 1 Series,2016,14950,Manual,27848,Petrol,125,53.3,1.5
 X1,2017,21450,Manual,21600,Diesel,145,68.9,2.0
